year,partner,commodity,trade_value,net_weight
2021,Somalia,Rice,142734765.9,406718340
2021,South Africa,Rice,87850012.1,223063930
2021,Zimbabwe,Rice,997333.5,2752400
2021,Spain,Rice,7718735.52,11554160
2021,South Sudan,Rice,356001.27,572000
2021,Sudan,Rice,15255664.22,34509320
2021,Suriname,Rice,1309.22,1080
2021,Eswatini,Rice,56521.92,142500
2021,Sweden,Rice,3823427.84,3991606
2021,Switzerland,Rice,1952116.22,1604469
2021,Syria,Rice,11892038.51,20202730
2021,Tajikistan,Rice,126629.17,183000
2021,Thailand,Rice,2289010.3,6273400
2021,Togo,Rice,238245814.2,676443900
2021,Tonga,Rice,108524.34,400400
2021,Trinidad and Tobago,Rice,438303.95,389602
2021,United Arab Emirates,Rice,319287281.9,480946454
2021,Tunisia,Rice,109516.37,159400
2021,Türkiye,Rice,30796229.68,47390700
2021,Turkmenistan,Rice,217513.05,302000
2021,Uganda,Rice,226790.86,293162
2021,Ukraine,Rice,13308693.28,30950300
2021,Egypt,Rice,48734587.99,64955920
2021,United Kingdom,Rice,139600729.8,175439146
2021,United Rep. of Tanzania,Rice,16523759.74,34524975
2021,USA,Rice,210699891.7,226414572
2021,Burkina Faso,Rice,16900579.82,47297875
2021,Uruguay,Rice,2700.4,2000
2021,Uzbekistan,Rice,29338.3,23500
2021,Venezuela,Rice,33589870.29,82297900
2021,Yemen,Rice,239570896.5,310647900
2021,Zambia,Rice,487243.99,824478
2021,Areas nes,Rice,251919.14,281400
2020,World,Rice,7980027659,14610588922
2020,Afghanistan,Rice,10961597.04,13704000
2020,Albania,Rice,192401.24,475000
2020,Algeria,Rice,48902800.25,113775510
2020,Angola,Rice,33722613.56,84424200
2020,Azerbaijan,Rice,15170904.45,20270948
2020,Argentina,Rice,122861.87,105460
2020,Australia,Rice,76981528.51,77198983
2020,Austria,Rice,876700.6,675010
2020,Bahrain,Rice,45901655.83,59559522
2020,Bangladesh,Rice,17668853.8,17380905
2020,Armenia,Rice,278837.77,316920
2020,Barbados,Rice,8906.84,20000
2020,Belgium,Rice,12365550.68,15956465
2020,Bhutan,Rice,21011182.66,49160268
2020,Bolivia (Plurinational State of),Rice,34540.08,44000
2020,Bosnia Herzegovina,Rice,70535.62,129000
2020,Botswana,Rice,284268.09,321244
2020,Brazil,Rice,11204964.92,39875000
2020,Belize,Rice,1482.15,1520
2020,Solomon Isds,Rice,21210.37,50000
2020,Brunei Darussalam,Rice,1764636.39,2834200
2020,Bulgaria,Rice,433109.84,889000
2020,Myanmar,Rice,277282.74,321220
2020,Burundi,Rice,636041.23,1788000
2020,Belarus,Rice,1055933.61,2634522
2020,Cambodia,Rice,61124.3,55775
2020,Cameroon,Rice,36675390.36,102908090
2020,Canada,Rice,81963161.13,81647778
2020,Cayman Isds,Rice,51024.8,45660
2020,Central African Rep.,Rice,886118.54,1297000
2020,Sri Lanka,Rice,3479950.76,4542044
2020,Chile,Rice,5366132.14,14431650
2020,China,Rice,10602940.67,34064025
2020,Colombia,Rice,79342.63,82000
2020,Comoros,Rice,2180903.16,2232740
2020,Congo,Rice,16167536.14,43715020
2020,Dem. Rep. of the Congo,Rice,7800494.88,22604895
2020,Costa Rica,Rice,48133.85,39000
2020,Croatia,Rice,1016276.01,2261050
2020,Cyprus,Rice,1130622.61,1115000
2020,Czechia,Rice,222809.78,241030
2020,Benin,Rice,354913851.5,989636300
2020,Denmark,Rice,1028685.43,988951
2020,Dominica,Rice,160,420
2020,Ecuador,Rice,3938.47,1500
2020,Equatorial Guinea,Rice,4510632.82,11058400
2020,Ethiopia,Rice,39067699.82,100857400
2020,Eritrea,Rice,492473.4,1222000
2020,Estonia,Rice,57049.28,71000
2020,Fiji,Rice,973415.64,1616945
2020,Finland,Rice,441950.39,353958
2020,France,Rice,20090055.47,21423854
2020,Djibouti,Rice,103470481.9,299515020
2020,Gabon,Rice,1149288.06,2651970
2020,Georgia,Rice,10540524.9,16175080
2020,Gambia,Rice,13613189.31,41645880
2020,Germany,Rice,17280988.44,16418322.63
2020,Ghana,Rice,27293269.82,72188118
2020,Greece,Rice,1465653.46,1757000
2020,Guatemala,Rice,2199.37,3000
2020,Guinea,Rice,202056672.1,542034505
2020,Guyana,Rice,3995.82,3000
2020,Haiti,Rice,2668044.03,5654000
2020,China Hong Kong SAR,Rice,1408420.03,1278376
2020,Hungary,Rice,38479.78,40000
2020,Indonesia,Rice,5067268.85,13709826
2020,Iran,Rice,875584575.3,1102107700
2020,Iraq,Rice,589942129.2,816116080
2020,Ireland,Rice,2044899.1,2338974
2020,Israel,Rice,56322342.16,68693780
2020,Italy,Rice,22200428.67,25559768
2020,Côte d'Ivoire,Rice,213012238.4,589528770
2020,Jamaica,Rice,672738.02,512275
2020,Japan,Rice,1295353.84,1099590
2020,Kazakhstan,Rice,392503.53,741720
2020,Jordan,Rice,70518875.65,85191540
2020,Kenya,Rice,39088972.69,97881338
2020,Rep. of Korea,Rice,5527306.08,11747450
2020,Kuwait,Rice,196991699.6,225025261
2020,Kyrgyzstan,Rice,370138.06,510000
2020,Lebanon,Rice,9251955.33,10016872
2020,Latvia,Rice,74536.18,93000
2020,Liberia,Rice,128485401.8,349088753
2020,Libya,Rice,957523.32,1563260
2020,Lithuania,Rice,2060340.05,5280000
2020,Luxembourg,Rice,51019.86,42000
2020,Madagascar,Rice,98509639.18,323946710
2020,Malawi,Rice,164303.18,265968
2020,Malaysia,Rice,171918817.3,389012214
2020,Maldives,Rice,14535986.12,31316648
2020,Mali,Rice,2235285.21,4980168.47
2020,Malta,Rice,389650.64,346950
2020,Mauritania,Rice,5050351.54,6179613
2020,Mauritius,Rice,40032792.1,50607622
2020,Mexico,Rice,1011384.02,1636520
2020,Other Asia nes,Rice,25978.98,24620
2020,Mongolia,Rice,44.11,20
2020,Rep. of Moldova,Rice,313369.51,936500
2020,Montenegro,Rice,383534.58,1000000
2020,Montserrat,Rice,13.82,20
2020,Morocco,Rice,7729331.53,17506788
2020,Mozambique,Rice,50365295.27,145907965
2020,Oman,Rice,129644814.8,178015648
2020,Namibia,Rice,5689090.5,16382000
2020,Nepal,Rice,329011487,1022790998
2020,Netherlands,Rice,73961042.39,92330903
2020,Curaçao,Rice,443917.25,416063
2020,New Zealand,Rice,9111589.24,10097754
2020,Nicaragua,Rice,186838.97,450000
2020,Niger,Rice,19601871.09,55292500
2020,Nigeria,Rice,5609422.23,5706675
2020,Norway,Rice,1967035.48,1501895
2020,Panama,Rice,71339.42,62549
2020,Papua New Guinea,Rice,5777304.67,15859275
2020,Philippines,Rice,31064659.02,24687354
2020,Poland,Rice,4887151.62,6074000
2020,Portugal,Rice,3807535.38,4669000
2020,Guinea-Bissau,Rice,4264403.33,13668000
2020,Timor-Leste,Rice,9486839.42,27781000
2020,Qatar,Rice,147724883.3,208945776.5
2020,Romania,Rice,225821.71,247100
2020,Russian Federation,Rice,58147574.99,140579417
2020,Rwanda,Rice,1445741.99,3931080
2020,Sao Tome and Principe,Rice,672531.37,1753000
2020,Saudi Arabia,Rice,1096886026,1284929896
2020,Senegal,Rice,220328148.1,732076341.3
2020,Serbia,Rice,10935,26000
2020,Seychelles,Rice,5229866.85,6848088.11
2020,Sierra Leone,Rice,21463693.19,60632590
2020,Singapore,Rice,61554153.11,119333078
2020,Viet Nam,Rice,15584405.3,46699955
2020,Slovenia,Rice,851806.37,510910
2020,Somalia,Rice,148967458.5,421567800
2020,South Africa,Rice,99033280.51,248711658
2020,Zimbabwe,Rice,1011534.07,2485001.74
2020,Spain,Rice,6704637.5,10069520
2020,South Sudan,Rice,482247.69,872000
2020,Sudan,Rice,17896342.92,43526060
2020,Suriname,Rice,14982.04,12950
2020,Eswatini,Rice,500533.75,1378000
2020,Sweden,Rice,4932250.16,4897093
2020,Switzerland,Rice,3155583.62,3047754
2020,Syria,Rice,22116535.65,33251020
2020,Tajikistan,Rice,59164.8,96000
2020,Thailand,Rice,2679502.14,7100560
2020,Togo,Rice,271566447,743323265
2020,Trinidad and Tobago,Rice,376846.1,427210
2020,United Arab Emirates,Rice,385393104.5,556738613
2020,Tunisia,Rice,784978.58,1521000
2020,Türkiye,Rice,51193461.77,83439870
2020,Turkmenistan,Rice,420536.97,541000
2020,Uganda,Rice,2850805.25,7403870
2020,Ukraine,Rice,12917908.43,28533020
2020,Egypt,Rice,27591801.22,36406050
2020,United Kingdom,Rice,149153003,183361795
2020,United Rep. of Tanzania,Rice,11238777.03,23646315
2020,USA,Rice,260198315.1,260861333
2020,Burkina Faso,Rice,27054790.65,74767100
2020,Uruguay,Rice,11779.88,7520
2020,Uzbekistan,Rice,25658.45,27525
2020,Venezuela,Rice,15933123.55,38247600
2020,Yemen,Rice,307496010.4,390581880
2020,Zambia,Rice,378753.36,699756
2020,Areas nes,Rice,344071.21,435000
2019,World,Rice,6800670445,9819123488
2019,Afghanistan,Rice,430964.44,452000
2019,Algeria,Rice,32258606.86,65913490
2019,Angola,Rice,14848992.26,34736518
2019,Antigua and Barbuda,Rice,12116.87,26300
2019,Azerbaijan,Rice,17969726.82,19380915
2019,Argentina,Rice,56502.22,45440
2019,Australia,Rice,59456995.81,57106288
2019,Austria,Rice,579757.92,380000
2019,Bahrain,Rice,43357151.23,47764166
2019,Bangladesh,Rice,26672431.45,41427000
2019,Armenia,Rice,316031.15,367000
2019,Belgium,Rice,9286411.39,7971620
2019,Bhutan,Rice,5024848.37,13812037
2019,Bolivia (Plurinational State of),Rice,107915.53,132000
2019,Bosnia Herzegovina,Rice,35838.88,23000
2019,Botswana,Rice,577009.78,649535
2019,Brazil,Rice,18887.51,19000
2019,Solomon Isds,Rice,34188.62,82000
2019,Brunei Darussalam,Rice,1937751.9,2955342
2019,Bulgaria,Rice,313468.62,647150
2019,Myanmar,Rice,41824.37,45101.39
2019,Belarus,Rice,309016.92,677450
2019,Cambodia,Rice,79618.5,77580
2019,Cameroon,Rice,4253799.9,11832878
2019,Canada,Rice,66985759.64,59436952
2019,Cayman Isds,Rice,121757.01,104091
2019,Central African Rep.,Rice,734025.42,838000
2019,Sri Lanka,Rice,3493753.02,7331355
2019,Chile,Rice,178646.32,145500
2019,China,Rice,455531.11,763411
2019,Colombia,Rice,46698.44,50800
2019,Comoros,Rice,914104.27,795302.34
2019,Congo,Rice,1631452.11,4202960
2019,Dem. Rep. of the Congo,Rice,1236402.28,3221245
2019,Costa Rica,Rice,25613.1,19000
2019,Croatia,Rice,189052.23,331000
2019,Cyprus,Rice,1061356.38,942300
2019,Czechia,Rice,156377.53,140575
2019,Benin,Rice,249201326.9,675376300
2019,Denmark,Rice,1521559.06,1236765
2019,Dominican Rep.,Rice,804.39,1000
2019,Equatorial Guinea,Rice,1485731.6,3425000
2019,Ethiopia,Rice,29937859.94,75470950
2019,Eritrea,Rice,204074.56,525000
2019,Estonia,Rice,60083.1,60000
2019,Fiji,Rice,522045.48,446430
2019,Finland,Rice,423344.36,342488
2019,France,Rice,14872179.72,14119335
2019,Djibouti,Rice,81538068.79,229906000
2019,Gabon,Rice,590640.72,1192000
2019,Georgia,Rice,5442608.16,6613860
2019,Gambia,Rice,5215909.37,13755170
2019,State of Palestine,Rice,28870.5,78000
2019,Germany,Rice,15499799.84,13264650
2019,Ghana,Rice,20880488.45,53847816
2019,Greece,Rice,862734.1,1062020
2019,Grenada,Rice,4012.91,2000
2019,Guinea,Rice,124733044.2,340026350
2019,Guyana,Rice,2522.45,1550
2019,Haiti,Rice,456655.29,655000
2019,China Hong Kong SAR,Rice,1622117.77,1414690
2019,Hungary,Rice,426538.76,397000
2019,Indonesia,Rice,338551.85,332295
2019,Iran,Rice,1444562968,1386518400
2019,Iraq,Rice,472801933.1,512236900
2019,Ireland,Rice,1713769.97,1658480
2019,Israel,Rice,46862421.64,46067620
2019,Italy,Rice,18224208.3,17064947
2019,Côte d'Ivoire,Rice,120326204.8,316804005
2019,Jamaica,Rice,720648.75,480450
2019,Japan,Rice,1119555.84,874148
2019,Kazakhstan,Rice,566253.86,778000
2019,Jordan,Rice,71741080.6,72509900
2019,Kenya,Rice,8806771.36,10349326
2019,Dem. People's Rep. of Korea,Rice,39743.4,46000
2019,Rep. of Korea,Rice,376242.47,324830
2019,Kuwait,Rice,226064759.9,232155838
2019,Kyrgyzstan,Rice,282856.25,319904
2019,Lebanon,Rice,14333056.81,13248500
2019,Latvia,Rice,28192.4,20020
2019,Liberia,Rice,88422529.97,238314636
2019,Libya,Rice,3989581.3,7338600
2019,Lithuania,Rice,596877.59,1486000
2019,Madagascar,Rice,10763733.05,32197395
2019,Malawi,Rice,157103.31,208230
2019,Malaysia,Rice,54808707.23,86291601
2019,Maldives,Rice,13315827.66,27606542
2019,Mali,Rice,2604160.42,6055300
2019,Malta,Rice,468396.79,354000
2019,Mauritania,Rice,5777594.86,6075110
2019,Mauritius,Rice,36860190.49,40279500
2019,Mexico,Rice,1116686.37,1735884
2019,Other Asia nes,Rice,172544.26,128918
2019,Rep. of Moldova,Rice,207748.83,549000
2019,Montenegro,Rice,33963.97,50000
2019,Morocco,Rice,4007838.3,8665000
2019,Mozambique,Rice,4825900.25,11797400
2019,Oman,Rice,108710971,129429050
2019,Namibia,Rice,4362093.67,12014460
2019,Nepal,Rice,239796885.4,649977763
2019,Netherlands,Rice,45170254.59,50666897
2019,Curaçao,Rice,278504.94,215737
2019,Aruba,Rice,160673.55,142160
2019,New Zealand,Rice,7334848.54,7333513
2019,Niger,Rice,15884276.79,45274200
2019,Nigeria,Rice,4750190.82,4043277
2019,Norway,Rice,1646366.48,1130578
2019,Palau,Rice,2285.72,2000
2019,Pakistan,Rice,231797.01,87731
2019,Panama,Rice,30922.27,25250
2019,Papua New Guinea,Rice,293.96,500
2019,Peru,Rice,4841.5,4000
2019,Philippines,Rice,22266954.9,19000669
2019,Poland,Rice,1497542.08,1480740
2019,Portugal,Rice,2268100.65,2731000
2019,Guinea-Bissau,Rice,1429520.5,3858000
2019,Qatar,Rice,123068951.7,161582108
2019,Romania,Rice,257758.64,397000
2019,Russian Federation,Rice,40584188.06,92761400
2019,Rwanda,Rice,61321.81,140900
2019,Sao Tome and Principe,Rice,279649.86,621000
2019,Saudi Arabia,Rice,1070644644,1081828213
2019,Senegal,Rice,59408520.53,194322300
2019,Seychelles,Rice,4651979.34,5142531.58
2019,Sierra Leone,Rice,17163650.14,45635756
2019,Singapore,Rice,53394885.82,89354388
2019,Viet Nam,Rice,948504.25,486340
2019,Slovenia,Rice,696196.13,411710
2019,Somalia,Rice,131841449.7,354473841
2019,South Africa,Rice,75134875.47,176823077
2019,Spain,Rice,2131177.52,1809400
2019,Sudan,Rice,32348408.71,82097040
2019,Suriname,Rice,9150.36,9900
2019,Eswatini,Rice,28087.46,84000
2019,Sweden,Rice,5901419.05,5232417.29
2019,Switzerland,Rice,3318851.49,2411663
2019,Syria,Rice,19236857.78,22565000
2019,Thailand,Rice,1375038.28,1255420
2019,Togo,Rice,111610732.6,309600850
2019,Trinidad and Tobago,Rice,326038.23,272867
2019,United Arab Emirates,Rice,351530272,470061736
2019,Türkiye,Rice,46970980.26,61779900
2019,Turkmenistan,Rice,332662.78,468000
2019,Uganda,Rice,596006.1,967530
2019,Ukraine,Rice,8827458.28,19469220
2019,Egypt,Rice,86097000.21,200792390
2019,United Kingdom,Rice,111464945.8,123246890
2019,United Rep. of Tanzania,Rice,6989801.86,7628129
2019,USA,Rice,206906325.1,179834447
2019,Burkina Faso,Rice,13370510.13,37403970
2019,Uruguay,Rice,1618.62,1000
2019,Uzbekistan,Rice,62168.02,74000
2019,Yemen,Rice,249338226.8,261443384
2019,Zambia,Rice,150796.98,227890
2024,World,Soyabean,4409399.12,7169193.73
2024,Angola,Soyabean,671.63,396
2024,Australia,Soyabean,660.11,510
2024,Bahrain,Soyabean,9748.43,10810
2024,Bhutan,Soyabean,162.38,98
2024,Cambodia,Soyabean,95.63,100
2024,Canada,Soyabean,4743.66,4144
2024,Sri Lanka,Soyabean,0.72,1
2024,China,Soyabean,80.19,30
2024,Denmark,Soyabean,2008.24,1426
2024,Finland,Soyabean,9170.33,10000
2024,France,Soyabean,2779.3,1180
2024,Germany,Soyabean,1377.14,731
2024,Ghana,Soyabean,72.37,100.73
2024,China Hong Kong SAR,Soyabean,174.69,200
2024,Indonesia,Soyabean,1937.9,1904
2024,Iraq,Soyabean,22172.02,17973
2024,Italy,Soyabean,4185.75,5000
2024,Japan,Soyabean,1305.88,1380
2024,Kuwait,Soyabean,39237.6,61456
2024,Liberia,Soyabean,927.37,304
2024,Malaysia,Soyabean,4642.36,8640
2024,Maldives,Soyabean,1216.16,1050
2024,Mauritius,Soyabean,3367.05,5100
2024,Other Asia nes,Soyabean,18635.4,24000
2024,Oman,Soyabean,4413.2,5390
2024,Nepal,Soyabean,2719280.77,4622321
2024,Netherlands,Soyabean,1237.48,1000
2024,New Zealand,Soyabean,726.27,800
2024,Nigeria,Soyabean,2076,915
2024,Portugal,Soyabean,1894.28,2000
2024,Qatar,Soyabean,83728.44,126983
2024,Seychelles,Soyabean,554.64,395
2024,Singapore,Soyabean,2147.78,2856
2024,Viet Nam,Soyabean,14026.72,23060
2024,South Africa,Soyabean,35.5,179
2024,Thailand,Soyabean,212284.24,144000
2024,United Arab Emirates,Soyabean,1184945.39,2035408
2024,Uganda,Soyabean,179.05,120
2024,United Kingdom,Soyabean,28476.81,25764
2024,USA,Soyabean,23292.72,20469
2024,Yemen,Soyabean,727.53,1000
2023,World,Soyabean,18116433.35,22477341
2023,Afghanistan,Soyabean,35766.04,48000
2023,Australia,Soyabean,184.89,138
2023,Bahrain,Soyabean,3974.06,3666
2023,Bangladesh,Soyabean,353129.96,504440
2023,Belgium,Soyabean,466005.29,499950
2023,Bhutan,Soyabean,276.03,260
2023,Brazil,Soyabean,1791.26,60
2023,Canada,Soyabean,10154837.34,11012738
2023,Sri Lanka,Soyabean,2385459.72,3198300
2023,Denmark,Soyabean,983.14,552
2023,Finland,Soyabean,10253.99,10000
2023,Georgia,Soyabean,287.77,200
2023,Ghana,Soyabean,8.54,5
2023,Greece,Soyabean,256.69,200
2023,Iran,Soyabean,45732.18,56000
2023,Iraq,Soyabean,6286.55,6945
2023,Ireland,Soyabean,331.9,50
2023,Kenya,Soyabean,326.16,460
2023,Rep. of Korea,Soyabean,229707.16,314000
2023,Kuwait,Soyabean,65830.87,80579
2023,Lebanon,Soyabean,372.87,220
2023,Liberia,Soyabean,1103.82,1500
2023,Maldives,Soyabean,1920.35,1342
2023,Other Asia nes,Soyabean,41792.01,48000
2023,Nepal,Soyabean,3124564.18,5110760
2023,Netherlands,Soyabean,1396.9,900
2023,New Zealand,Soyabean,129.9,119
2023,Nigeria,Soyabean,185.28,100
2023,Pakistan,Soyabean,60877.75,120000
2023,Qatar,Soyabean,100918.03,129990
2023,Saudi Arabia,Soyabean,72822.15,62617
2023,Serbia,Soyabean,20046.1,23000
2023,Seychelles,Soyabean,207.02,180
2023,Sierra Leone,Soyabean,101.92,75
2023,Singapore,Soyabean,1227.39,1352
2023,Viet Nam,Soyabean,443928.8,675492
2023,Thailand,Soyabean,104942.92,72380
2023,United Arab Emirates,Soyabean,327100.42,458460
2023,United Kingdom,Soyabean,19993.93,16120
2023,USA,Soyabean,31372.09,18191
2022,World,Soyabean,50343380.24,54393263.31
2022,Algeria,Soyabean,16082.57,15000
2022,Angola,Soyabean,808.72,390
2022,Australia,Soyabean,7095.03,4041
2022,Bahrain,Soyabean,33572.23,28920
2022,Belgium,Soyabean,583730.51,664500
2022,Bhutan,Soyabean,11632.82,9025
2022,Canada,Soyabean,29637145.07,31086180
2022,Sri Lanka,Soyabean,2868258.23,3058360
2022,Congo,Soyabean,113.12,40
2022,Denmark,Soyabean,3047.77,1650
2022,France,Soyabean,2396.8,1090
2022,Gabon,Soyabean,162.46,75
2022,Gambia,Soyabean,138.28,50
2022,Germany,Soyabean,497.29,289
2022,Ghana,Soyabean,166.45,100
2022,China Hong Kong SAR,Soyabean,733.07,227.43
2022,Iraq,Soyabean,12475.23,11197
2022,Kenya,Soyabean,259.44,200
2022,Rep. of Korea,Soyabean,401.01,150
2022,Kuwait,Soyabean,56927.02,57291
2022,Liberia,Soyabean,3.54,3
2022,Malaysia,Soyabean,10255.29,7500
2022,Maldives,Soyabean,447.7,266
2022,Mauritius,Soyabean,3156.37,2530
2022,Mongolia,Soyabean,686.58,480
2022,Oman,Soyabean,8951.13,8020
2022,Nepal,Soyabean,2879819.76,3931975
2022,Nigeria,Soyabean,976.22,356
2022,Qatar,Soyabean,103875.55,109970
2022,Saudi Arabia,Soyabean,29081.23,25942
2022,Senegal,Soyabean,3703.24,3150
2022,Seychelles,Soyabean,1644.93,929
2022,Singapore,Soyabean,643.93,298
2022,Viet Nam,Soyabean,36407.34,46338
2022,Suriname,Soyabean,15673.71,13000
2022,Switzerland,Soyabean,244.94,200
2022,Thailand,Soyabean,35953.57,23775
2022,United Arab Emirates,Soyabean,343665.94,365012
2022,Türkiye,Soyabean,5963979.87,7000420
2022,Uganda,Soyabean,28.27,30
2022,Egypt,Soyabean,870.81,710
2022,United Kingdom,Soyabean,12923.82,11690
2022,United Rep. of Tanzania,Soyabean,2.67,2.88
2022,USA,Soyabean,7654740.71,7901891
2021,World,Soyabean,19988392.51,24477919
2021,Angola,Soyabean,2688.73,1000
2021,Australia,Soyabean,3159.47,963
2021,Bahrain,Soyabean,4910.12,4950
2021,Belgium,Soyabean,3240851,4480000
2021,Bhutan,Soyabean,8827.91,8337
2021,Botswana,Soyabean,160.59,100
2021,Brunei Darussalam,Soyabean,31.79,20
2021,Canada,Soyabean,4339725.16,4932935
2021,Sri Lanka,Soyabean,1068713.11,1149230
2021,Chile,Soyabean,137.94,41
2021,France,Soyabean,83.66,90
2021,Gabon,Soyabean,363.28,210
2021,Germany,Soyabean,1325.71,766
2021,Ghana,Soyabean,83.1,90
2021,China Hong Kong SAR,Soyabean,161.85,100
2021,Iraq,Soyabean,3484.01,3975
2021,Italy,Soyabean,3520.35,2000
2021,Côte d'Ivoire,Soyabean,321.58,250
2021,Japan,Soyabean,295,300
2021,Kenya,Soyabean,27.46,20
2021,Kuwait,Soyabean,30879.7,28825
2021,Liberia,Soyabean,71.93,40
2021,Malaysia,Soyabean,7080.5,5023
2021,Maldives,Soyabean,293.91,140
2021,Mauritius,Soyabean,6590.84,5420
2021,Mongolia,Soyabean,24.35,25
2021,Oman,Soyabean,8877.92,11600
2021,Nepal,Soyabean,1678543.88,2720850
2021,New Zealand,Soyabean,2807.85,1741
2021,Nigeria,Soyabean,2499.88,1162
2021,Norway,Soyabean,104.87,20
2021,Papua New Guinea,Soyabean,10530.74,3880
2021,Philippines,Soyabean,195.72,250
2021,Portugal,Soyabean,1616.39,2000
2021,Qatar,Soyabean,105170.55,111525
2021,Saudi Arabia,Soyabean,80110.67,68412
2021,Senegal,Soyabean,63.92,60
2021,Seychelles,Soyabean,1002,774
2021,Sierra Leone,Soyabean,527.72,250
2021,Singapore,Soyabean,3450.73,1727
2021,Viet Nam,Soyabean,28.42,20
2021,South Africa,Soyabean,2162.6,1724
2021,Zimbabwe,Soyabean,19.86,20
2021,Spain,Soyabean,259.6,672
2021,Switzerland,Soyabean,344.13,300
2021,Thailand,Soyabean,29535.52,20988
2021,Togo,Soyabean,209.56,116
2021,Trinidad and Tobago,Soyabean,253.21,113
2021,United Arab Emirates,Soyabean,881993.37,1540846
2021,United Kingdom,Soyabean,926686.84,870694
2021,USA,Soyabean,7527537.99,8493310
2021,Zambia,Soyabean,45.53,15
2020,World,Soyabean,44125644.78,72020547.2
2020,Algeria,Soyabean,13748.73,20000
2020,Australia,Soyabean,39393.7,46615
2020,Bahrain,Soyabean,2694.92,2830
2020,Belgium,Soyabean,9598615.82,15332040
2020,Bhutan,Soyabean,7880.68,8976.38
2020,Canada,Soyabean,13178120.16,21721292
2020,Dem. Rep. of the Congo,Soyabean,50.17,40
2020,France,Soyabean,591637.88,989000
2020,Gambia,Soyabean,5.98,10.02
2020,Germany,Soyabean,3431.89,2511
2020,Guinea,Soyabean,333.4,200
2020,China Hong Kong SAR,Soyabean,653.68,1002.13
2020,Ireland,Soyabean,87.4,100
2020,Côte d'Ivoire,Soyabean,317.48,250
2020,Japan,Soyabean,136145.93,189115
2020,Kuwait,Soyabean,57991.3,72993
2020,Liberia,Soyabean,119.53,65
2020,Malaysia,Soyabean,3883.75,3300
2020,Maldives,Soyabean,181.54,145
2020,Other Asia nes,Soyabean,356691.62,995005.67
2020,Mozambique,Soyabean,97.01,90
2020,Oman,Soyabean,2557.13,3360
2020,Nepal,Soyabean,889501.49,1675563
2020,Netherlands,Soyabean,1237.93,423
2020,New Zealand,Soyabean,2347.58,2200
2020,Nigeria,Soyabean,141.06,50
2020,Philippines,Soyabean,1183.5,588
2020,Qatar,Soyabean,116891.95,184200
2020,Rwanda,Soyabean,98.78,50
2020,Saudi Arabia,Soyabean,45008.24,71000
2020,Seychelles,Soyabean,108.73,132
2020,Singapore,Soyabean,3501.13,2434
2020,South Africa,Soyabean,4548.81,6470
2020,Switzerland,Soyabean,983.33,992
2020,United Arab Emirates,Soyabean,349096.72,530180
2020,Egypt,Soyabean,746.75,420
2020,United Kingdom,Soyabean,21877.43,19095
2020,United Rep. of Tanzania,Soyabean,23.47,20
2020,USA,Soyabean,18693708.17,30137790
2019,World,Soyabean,60606295.44,103728047.7
2019,Algeria,Soyabean,27691.72,54750
2019,Australia,Soyabean,4207.1,4467
2019,Bahrain,Soyabean,7988.08,10110
2019,Belgium,Soyabean,9778945.28,16493000
2019,Botswana,Soyabean,152.73,150
2019,Brunei Darussalam,Soyabean,257.2,330
2019,Canada,Soyabean,11867314.59,20914948
2019,Sri Lanka,Soyabean,521891.73,899304.69
2019,Congo,Soyabean,44.74,42
2019,Dem. Rep. of the Congo,Soyabean,166.31,188
2019,France,Soyabean,1171620.51,2105903
2019,Ghana,Soyabean,88.14,65
2019,Guinea,Soyabean,132.17,100
2019,China Hong Kong SAR,Soyabean,324.9,1000
2019,Iraq,Soyabean,9732.89,14650
2019,Japan,Soyabean,223424.16,318200
2019,Jordan,Soyabean,3101.88,5000
2019,Kuwait,Soyabean,33820.45,51394
2019,Malaysia,Soyabean,4937.28,5090
2019,Mauritania,Soyabean,167.07,150
2019,Mauritius,Soyabean,120.48,100
2019,Mozambique,Soyabean,86.42,100
2019,Oman,Soyabean,122.27,100
2019,Nepal,Soyabean,792649.75,1365190
2019,Netherlands,Soyabean,579.84,500
2019,New Zealand,Soyabean,163.45,50
2019,Niger,Soyabean,117.24,120
2019,Qatar,Soyabean,64704.71,102000
2019,Russian Federation,Soyabean,3.47,1
2019,Saudi Arabia,Soyabean,30104.73,29500
2019,Senegal,Soyabean,29.18,30
2019,Seychelles,Soyabean,72.19,72
2019,Sierra Leone,Soyabean,326.18,110
2019,Singapore,Soyabean,2007.34,2393
2019,South Africa,Soyabean,241.83,220
2019,Spain,Soyabean,2135998.69,3651000
2019,Togo,Soyabean,57.02,10
2019,United Arab Emirates,Soyabean,285323.77,475300
2019,United Kingdom,Soyabean,18064.63,21420
2019,USA,Soyabean,33619513.34,57200990
